Store Name,Address,lat,lon
テクモピア川越店,埼玉県川越市脇田町４ー２ドンキホーテ川越東口店３Ｆ,35.9091029,139.482914
ＧｉＧＯアトレ川越,埼玉県川越市脇田町１０５番地１Ｆ,35.9083085,139.4831317
アピナ川越店,埼玉県川越市泉町１−１　ウニクス南古谷シネマ棟１Ｆ,35.9032869,139.516523
埼玉レジャーランド大宮ラクーン店,埼玉県さいたま市大宮区宮町1-60 RAKUUN５階,35.9077882,139.6256846
埼玉レジャーランド大宮駅東口店,埼玉県さいたま市大宮区宮町1-8大宮セントラルビルB1F-2F,35.9079906,139.6245492
タイトーＦステーションＡＳ大宮西口駅前店,埼玉県さいたま市大宮区桜木町２‐３　イオンスタイル大宮西７Ｆ,35.907367,139.6218667
ＧｉＧＯ大宮西口,埼玉県さいたま市大宮区桜木町二丁目３番地２,35.9058863,139.6216742
タイトーステーション 大宮店,埼玉県さいたま市大宮区大門町１−１,35.9058133,139.6257045
ラウンドワン大宮店,埼玉県さいたま市大宮区宮町４−９０−７,35.91079,139.6253813
ＧｉＧＯイオンモール与野,埼玉県さいたま市中央区本町西５ー２−９イオンモール与野３Ｆ,35.8906758,139.614978
ウェアハウス三橋店,埼玉県さいたま市西区三橋６ー９５５ー１,35.91588060000001,139.5958337
ウェアハウス岩槻店,埼玉県さいたま市岩槻区加倉３ー３ー６３,35.9411065,139.6860983
アミューズメントクラブ浦和,埼玉県さいたま市浦和区仲町1-10-7,35.8602761,139.6535072
ＧｉＧＯイオンモール浦和美園,埼玉県さいたま市緑区美園５−５０−１イオンモール浦和美園２Ｆ,35.8908754,139.7312494
ＧｉＧＯ入間,埼玉県入間市東藤沢２−１８,35.8189837,139.4183281
ラウンドワン入間店,埼玉県入間市小谷田３−７−２５,35.8283453,139.3760616
アピナ上尾店,埼玉県上尾市緑丘３−３−１１−２　Ｐ・Ａ・Ｐ・Ａ上尾ＳＣ別棟,35.9873851,139.5798142
ラウンドワン上尾店,埼玉県上尾市大字平塚９１７−１,35.9857103,139.6078395
ウェアハウス上尾店,埼玉県上尾市二ツ宮１０４４,35.9810227,139.6031397
モーリーファンタジー上尾店,埼玉県上尾市愛宕3-8-1,35.9640591,139.5979361
